# Irene Model output file: space_first/run/diff.AP9.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP9
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Energy levels (MeV):       0.1 0.15 0.2 0.3 0.4 0.5 0.6 0.7 1 1.5 2 3 4 5 6 7 10 15 20 30 40 50 60 70 100 150 200 300 400 700 1200 2000
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
58849.06319444,-0.28186302,-0.49983336,-1.18381199,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06388889,-0.21816213,-0.50471169,-1.19511587,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06458333,-0.15393123,-0.50836385,-1.20351083,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06527778,-0.08932637,-0.51078098,-1.20897642,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06597222,-0.02450450,-0.51195718,-1.21149929,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06666667,0.04037690,-0.51188953,-1.21107317,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06736111,0.10516020,-0.51057812,-1.20769890,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06805556,0.16968797,-0.50802602,-1.20138444,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06875000,0.23380335,-0.50423932,-1.19214486,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06944444,0.29735048,-0.49922705,-1.18000227,8.02323074e+02,5.99633715e+02,3.96944356e+02,2.50589253e+02,1.04234150e+02,6.48655253e+01,2.54969009e+01,1.63669581e+01,4.70862131e-01,2.36832964e-01,2.80379691e-03,1.40189845e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07013889,0.36017479,-0.49300121,-1.16498582,5.36838224e+03,4.06158820e+03,2.75479417e+03,1.77275266e+03,7.90711151e+02,5.07815153e+02,2.24919155e+02,1.49027757e+02,7.52409238e+00,3.78734568e+00,5.05989768e-02,2.52994884e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07083333,0.42212341,-0.48557674,-1.14713160,3.09288040e+04,2.35117955e+04,1.60947870e+04,1.04452728e+04,4.79575848e+03,3.17050045e+03,1.54524242e+03,1.06400059e+03,8.44563159e+01,4.27589913e+01,1.06166663e+00,5.35795005e-01,9.92337584e-03,4.96168792e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07152778,0.48304554,-0.47697148,-1.12648259,7.18949059e+04,5.55383588e+04,3.91818117e+04,2.63883186e+04,1.35948255e+04,9.34369853e+03,5.09257155e+03,3.74233641e+03,4.31388225e+02,2.19863638e+02,8.33904967e+00,4.20492019e+00,7.07907211e-02,3.53953606e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07222222,0.54279279,-0.46720611,-1.10308854,1.56779766e+05,1.25908723e+05,9.50376796e+04,6.65699851e+04,3.81022905e+04,2.68089487e+04,1.55156069e+04,1.15814151e+04,1.69923261e+03,8.80338977e+02,6.14453401e+01,3.10225501e+01,5.99760036e-01,3.01637355e-01,3.51467416e-03,1.75733708e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07291667,0.60121957,-0.45630413,-1.07700587,2.42345900e+05,2.00923236e+05,1.59500571e+05,1.16248938e+05,7.29973042e+04,5.29394735e+04,3.28816428e+04,2.49529181e+04,4.36007990e+03,2.31826349e+03,2.76447080e+02,1.40681180e+02,4.91527908e+00,2.50448188e+00,9.36846849e-02,4.68423424e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07361111,0.65818338,-0.44429182,-1.04829754,2.20138931e+05,1.88635425e+05,1.57131920e+05,1.19959367e+05,8.27868141e+04,6.24938408e+04,4.22008674e+04,3.27636515e+04,7.03882691e+03,3.88896560e+03,7.39104293e+02,3.85690410e+02,3.22765262e+01,1.67115743e+01,1.14662234e+00,6.09402720e-01,2.91103260e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07430556,0.71354522,-0.43119813,-1.01703291,1.27216616e+05,1.11852683e+05,9.64887488e+04,7.68405328e+04,5.71923167e+04,4.52123098e+04,3.32323028e+04,2.68555618e+04,7.33902471e+03,4.24780558e+03,1.15658645e+03,6.25543121e+02,9.44997957e+01,5.08477539e+01,7.19571209e+00,3.96152671e+00,6.11951115e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07500000,0.76716991,-0.41705466,-0.98328757,5.33630130e+04,4.76905905e+04,4.20181680e+04,3.44497744e+04,2.68813807e+04,2.19816417e+04,1.70819027e+04,1.42796957e+04,4.97912137e+03,3.04081694e+03,1.10251250e+03,6.23878725e+02,1.45244947e+02,8.18847022e+01,1.85244574e+01,1.08033126e+01,3.79277129e-01,5.98391442e-02,2.47864956e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07569444,0.81892637,-0.40189558,-0.94714320,2.18034188e+04,1.96849148e+04,1.75664108e+04,1.46771188e+04,1.17878268e+04,9.86378392e+03,7.93974109e+03,6.79954576e+03,2.86758364e+03,1.86421116e+03,8.60838689e+02,5.15458583e+02,1.70078477e+02,1.01905582e+02,3.37326874e+01,2.11383609e+01,1.96110069e+00,4.85670895e-01,1.04757738e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07638889,0.86868804,-0.38575753,-0.90868736,1.22989376e+04,1.11829217e+04,1.00669058e+04,8.52311108e+03,6.97931636e+03,5.93738534e+03,4.89545432e+03,4.26663622e+03,2.06420745e+03,1.42175651e+03,7.79305582e+02,4.93662683e+02,2.08019784e+02,1.32258796e+02,5.64978082e+01,3.74803286e+01,5.64635604e+00,1.76279708e+00,4.93556872e-01,1.22611319e-01,6.13056597e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07708333,0.91633310,-0.36867956,-0.86801325,1.07780741e+04,9.79010080e+03,8.80212747e+03,7.45253473e+03,6.10294199e+03,5.21186817e+03,4.32079436e+03,3.79177304e+03,1.96947287e+03,1.41884099e+03,8.68209105e+02,5.79514992e+02,2.90820879e+02,1.97983298e+02,1.05145717e+02,7.44585098e+01,1.72801309e+01,6.68854575e+00,2.32608605e+00,7.77211266e-01,5.26363597e-01,2.75515928e-01,1.02654067e-01,7.00582384e-02,7.00915219e-03,9.26776151e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07777778,0.96174481,-0.35070302,-0.82521958,1.21581997e+04,1.09816796e+04,9.80515946e+03,8.23595207e+03,6.66674467e+03,5.66508343e+03,4.66342220e+03,4.08796689e+03,2.18314042e+03,1.63304228e+03,1.08294414e+03,7.61002486e+02,4.39060827e+02,3.21492927e+02,2.03925028e+02,1.54709787e+02,5.12880321e+01,2.39369855e+01,9.72101652e+00,3.80220183e+00,2.70025278e+00,1.59830372e+00,7.19040554e-01,5.23730798e-01,7.65954269e-02,1.36388065e-02,1.45200111e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07847222,1.00481182,-0.33187147,-0.78041025,1.47476379e+04,1.33002149e+04,1.18527919e+04,9.93834998e+03,8.02390803e+03,6.81236325e+03,5.60081847e+03,4.91288786e+03,2.70529239e+03,2.10282066e+03,1.50034893e+03,1.11198806e+03,7.23627200e+02,5.63153368e+02,4.02679535e+02,3.19449298e+02,1.25658171e+02,6.41696550e+01,2.84978592e+01,1.24556954e+01,9.18659764e+00,5.91749990e+00,3.07046328e+00,2.36247984e+00,5.30178468e-01,1.20257240e-01,1.87366575e-02,3.20834422e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07916667,1.04542843,-0.31223061,-0.73369416,1.63739287e+04,1.47202865e+04,1.30666444e+04,1.08987155e+04,8.73078660e+03,7.37143300e+03,6.01207940e+03,5.25318795e+03,2.92631710e+03,2.33047512e+03,1.73463314e+03,1.34320627e+03,9.51779392e+02,7.82855275e+02,6.13931159e+02,5.10548844e+02,2.36138066e+02,1.29058003e+02,6.17544483e+01,2.92544189e+01,2.23233086e+01,1.53921984e+01,8.88516860e+00,7.16326988e+00,2.17658849e+00,6.72893523e-01,1.42569061e-01,3.45168558e-02,6.37534142e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07986111,1.08349485,-0.29182809,-0.68518495,1.70111367e+04,1.52111005e+04,1.34110642e+04,1.10872036e+04,8.76334301e+03,7.33271101e+03,5.90207900e+03,5.12292490e+03,2.85407362e+03,2.31044484e+03,1.76681605e+03,1.41976165e+03,1.07270726e+03,9.21458237e+02,7.70209219e+02,6.69258097e+02,3.60126230e+02,2.13313771e+02,1.11780524e+02,5.66004519e+01,4.43544009e+01,3.21083500e+01,1.97724377e+01,1.65102184e+01,6.18798767e+00,2.38714478e+00,5.87872030e-01,1.70404560e-01,6.03062623e-03,8.15439483e-05,0.00000000e+00,0.00000000e+00
58849.08055556,1.11891747,-0.27071350,-0.63500068,1.76363585e+04,1.56625736e+04,1.36887887e+04,1.11930810e+04,8.69737336e+03,7.19918363e+03,5.70099391e+03,4.90960163e+03,2.72391827e+03,2.23414283e+03,1.74436739e+03,1.44997878e+03,1.15559017e+03,1.02746676e+03,8.99343341e+02,8.11111846e+02,4.93693012e+02,3.15068632e+02,1.79528350e+02,9.63638757e+01,7.74085983e+01,5.84533210e+01,3.82035984e+01,3.27798208e+01,1.39475883e+01,6.01913098e+00,2.05515006e+00,6.11802046e-01,3.37243540e-02,4.42961949e-04,0.00000000e+00,0.00000000e+00
58849.08125000,1.15160908,-0.24893816,-0.58326361,1.85642371e+04,1.63712264e+04,1.41782156e+04,1.14668496e+04,8.75548350e+03,7.49952694e+03,6.24357038e+03,6.19347657e+03,3.89231139e+03,2.79883524e+03,1.70535910e+03,1.45637335e+03,1.20738759e+03,1.10192972e+03,9.96471840e+02,9.22902876e+02,6.11120771e+02,4.15234081e+02,2.56482988e+02,1.45836920e+02,1.19924999e+02,9.40130784e+01,6.46995107e+01,5.67058737e+01,2.62651027e+01,1.21984420e+01,4.78966287e+00,1.64229837e+00,1.12987733e-01,1.87614004e-03,0.00000000e+00,0.00000000e+00
58849.08194444,1.18148912,-0.22655506,-0.53009986,3.27013797e+04,2.87047696e+04,2.47081595e+04,1.96644229e+04,1.46206864e+04,1.34343743e+04,1.22480622e+04,1.47195494e+04,1.02522512e+04,6.30237562e+03,2.35250002e+03,1.99817063e+03,1.64384124e+03,1.50189499e+03,1.35994874e+03,1.25526524e+03,8.15699905e+02,5.49412603e+02,3.41737412e+02,1.99895146e+02,1.66970689e+02,1.34046231e+02,9.62897606e+01,8.58281291e+01,4.27886781e+01,2.11426648e+01,7.94555053e+00,3.34006846e+00,2.62573628e-01,5.73838672e-03,2.98762919e-06,0.00000000e+00
58849.08263889,1.20848388,-0.20361869,-0.47563914,6.18988651e+04,5.48497268e+04,4.78005884e+04,3.85912556e+04,2.93819227e+04,2.47695253e+04,2.01571279e+04,1.93227644e+04,1.13577435e+04,8.21642960e+03,5.07511573e+03,4.37470221e+03,3.67428869e+03,3.43258888e+03,3.19088907e+03,2.91379932e+03,1.78257054e+03,1.09465061e+03,5.74289691e+02,2.84108465e+02,2.24640764e+02,1.65173064e+02,1.12434643e+02,1.00806355e+02,5.64310110e+01,3.20055605e+01,1.36252741e+01,5.30588717e+00,4.51719242e-01,1.52005537e-02,1.72229441e-04,0.00000000e+00
58849.08333333,1.23252668,-0.18018495,-0.42001438,6.15989232e+04,5.48113318e+04,4.80237404e+04,3.92983539e+04,3.05729673e+04,2.59577227e+04,2.13424781e+04,1.88094833e+04,1.03539021e+04,8.03793243e+03,5.72196281e+03,5.00633571e+03,4.29070860e+03,4.05091314e+03,3.81111768e+03,3.50131538e+03,2.21668574e+03,1.41517300e+03,7.74479550e+02,3.85048513e+02,3.03050958e+02,2.21053403e+02,1.50048280e+02,1.35548022e+02,7.93994978e+01,4.69990263e+01,2.13310742e+01,8.38985519e+00,7.97411667e-01,3.43466115e-02,4.67242863e-04,0.00000000e+00
58849.08402778,1.25355804,-0.15631096,-0.36336148,4.67001425e+04,4.15069838e+04,3.63138251e+04,2.99484261e+04,2.35830272e+04,2.15656449e+04,1.95482626e+04,1.69533606e+04,9.41531497e+03,6.95243458e+03,4.48955418e+03,3.90205687e+03,3.31455956e+03,3.10843825e+03,2.90231694e+03,2.68293443e+03,1.75707018e+03,1.17760302e+03,6.94110574e+02,3.74062152e+02,3.02919367e+02,2.31776581e+02,1.65466723e+02,1.50325722e+02,8.86163487e+01,5.22765899e+01,2.43947538e+01,1.01236648e+01,1.21092481e+00,6.39987113e-02,6.77118088e-04,0.00000000e+00
58849.08472222,1.27152588,-0.13205498,-0.30581890,4.09365575e+04,3.63872914e+04,3.18380254e+04,2.61470901e+04,2.04561549e+04,1.92142923e+04,1.79724296e+04,1.56048133e+04,8.88163291e+03,6.51336099e+03,4.14508907e+03,3.59905609e+03,3.05302310e+03,2.86461343e+03,2.67620376e+03,2.49178678e+03,1.69746457e+03,1.18359329e+03,7.24269264e+02,4.02622430e+02,3.27829926e+02,2.53037422e+02,1.83012163e+02,1.66758982e+02,1.00472544e+02,6.06966585e+01,2.96460798e+01,1.31540688e+01,1.82690395e+00,1.12614729e-01,1.80978547e-03,0.00000000e+00
58849.08541667,1.28638561,-0.10747620,-0.24752738,3.76398418e+04,3.35736615e+04,2.95074811e+04,2.42202716e+04,1.89330621e+04,1.68871924e+04,1.48413226e+04,1.29524425e+04,7.53590610e+03,5.87449832e+03,4.21309053e+03,3.68732311e+03,3.16155568e+03,2.99712174e+03,2.83268781e+03,2.66089600e+03,1.88021980e+03,1.34515789e+03,8.30439891e+02,4.55773129e+02,3.66645431e+02,2.77517732e+02,1.97219886e+02,1.79758581e+02,1.11209090e+02,6.93138272e+01,3.49053178e+01,1.59147333e+01,2.36470969e+00,1.60534219e-01,3.53090386e-03,0.00000000e+00
58849.08611111,1.29810026,-0.08263465,-0.18862955,3.76338192e+04,3.36990115e+04,2.97642038e+04,2.45693439e+04,1.93744841e+04,1.67823211e+04,1.41901582e+04,1.24334375e+04,7.30742671e+03,5.89685966e+03,4.48629260e+03,3.97747468e+03,3.46865677e+03,3.32266088e+03,3.17666499e+03,2.99556367e+03,2.14132926e+03,1.53720020e+03,9.32019238e+02,4.92939058e+02,3.89333156e+02,2.85727254e+02,1.97020229e+02,1.78971948e+02,1.12044657e+02,7.12965545e+01,3.65173959e+01,1.68766065e+01,2.69607923e+00,1.99980880e-01,5.66538622e-03,0.00000000e+00
58849.08680556,1.30664059,-0.05759104,-0.12926959,3.68593056e+04,3.30256411e+04,2.91919767e+04,2.40893784e+04,1.89867800e+04,1.61525034e+04,1.33182268e+04,1.16944775e+04,6.93877150e+03,5.69265980e+03,4.44654810e+03,3.95208345e+03,3.45761880e+03,3.31979387e+03,3.18196893e+03,3.00524989e+03,2.16058994e+03,1.55758237e+03,9.42961364e+02,4.96080430e+02,3.90455884e+02,2.84831339e+02,1.95815666e+02,1.77843471e+02,1.11931975e+02,7.16852186e+01,3.69568419e+01,1.72035774e+01,2.91175674e+00,2.29834240e-01,7.12324862e-03,6.64623829e-05
58849.08750000,1.31198520,-0.03240658,-0.06959289,3.66011680e+04,3.28033787e+04,2.90055895e+04,2.39449795e+04,1.88843696e+04,1.60218351e+04,1.31593006e+04,1.15603694e+04,6.87824943e+03,5.65904469e+03,4.43983994e+03,3.94835923e+03,3.45687851e+03,3.32079594e+03,3.18471337e+03,3.00910090e+03,2.16689790e+03,1.56389870e+03,9.46710726e+02,4.97570135e+02,3.91312709e+02,2.85055283e+02,1.95691931e+02,1.77701105e+02,1.11975111e+02,7.18324024e+01,3.70982349e+01,1.72993606e+01,2.97117456e+00,2.38347042e-01,7.55798303e-03,1.06126387e-04
58849.08819444,1.31412050,-0.00714284,-0.00974563,3.74648180e+04,3.35561728e+04,2.96475276e+04,2.44653945e+04,1.92832614e+04,1.65388862e+04,1.37945111e+04,1.21024187e+04,7.14767600e+03,5.81706544e+03,4.48645488e+03,3.98432521e+03,3.48219554e+03,3.34073032e+03,3.19926510e+03,3.01944118e+03,2.16470428e+03,1.55697506e+03,9.42806772e+02,4.96918110e+02,3.91681850e+02,2.86445590e+02,1.97121108e+02,1.79038660e+02,1.12397355e+02,7.17686126e+01,3.68813633e+01,1.71050385e+01,2.80969814e+00,2.14863902e-01,6.37509860e-03,2.00310919e-05
58849.08888889,1.31304086,0.01813836,0.05012550,3.67116308e+04,3.27095044e+04,2.87073781e+04,2.34377485e+04,1.81681189e+04,1.59982286e+04,1.38283384e+04,1.21201431e+04,7.12479621e+03,5.60303861e+03,4.08128101e+03,3.55763671e+03,3.03399242e+03,2.87944425e+03,2.72489609e+03,2.56791642e+03,1.83669084e+03,1.32826470e+03,8.27815202e+02,4.58217917e+02,3.69386195e+02,2.80554472e+02,2.00348356e+02,1.82791127e+02,1.13583837e+02,7.10516845e+01,3.59605338e+01,1.65016584e+01,2.56278691e+00,1.82291671e-01,4.19842472e-03,0.00000000e+00
58849.08958333,1.30874854,0.04337518,0.10987375,4.03372506e+04,3.59145881e+04,3.14919257e+04,2.58062791e+04,2.01206325e+04,1.85860217e+04,1.70514109e+04,1.48243218e+04,8.51180652e+03,6.39429747e+03,4.27678842e+03,3.73299038e+03,3.18919235e+03,3.00759793e+03,2.82600352e+03,2.63979061e+03,1.82381198e+03,1.28336411e+03,7.85543992e+02,4.32518500e+02,3.49790976e+02,2.67063453e+02,1.91345662e+02,1.74365316e+02,1.06488151e+02,6.53783600e+01,3.24683093e+01,1.46262094e+01,2.08060125e+00,1.32480845e-01,2.48112007e-03,0.00000000e+00
58849.09027778,1.30125373,0.06850585,0.16935262,4.46001144e+04,3.96009141e+04,3.46017137e+04,2.84854294e+04,2.23691451e+04,2.09306145e+04,1.94920839e+04,1.68856554e+04,9.44523512e+03,6.87559352e+03,4.30595191e+03,3.73830628e+03,3.17066065e+03,2.97112347e+03,2.77158629e+03,2.56930057e+03,1.70852812e+03,1.16513667e+03,7.02379282e+02,3.87524622e+02,3.16146121e+02,2.44767621e+02,1.77129583e+02,1.61240868e+02,9.55018062e+01,5.65294212e+01,2.67789070e+01,1.14414904e+01,1.47577700e+00,8.40692472e-02,1.02921649e-03,0.00000000e+00
58849.09097222,1.29057453,0.09346888,0.22841627,5.52879627e+04,4.92372089e+04,4.31864552e+04,3.56406731e+04,2.80948911e+04,2.45347620e+04,2.09746329e+04,1.82491382e+04,9.99482784e+03,7.67948316e+03,5.36413847e+03,4.69546213e+03,4.02678580e+03,3.80051102e+03,3.57423625e+03,3.29399048e+03,2.11919358e+03,1.38190061e+03,7.79159795e+02,3.97329653e+02,3.15365976e+02,2.33402300e+02,1.60842430e+02,1.45585803e+02,8.54687814e+01,5.05198381e+01,2.31105494e+01,9.16461465e+00,9.30235089e-01,4.25048076e-02,5.65320334e-04,0.00000000e+00
58849.09166667,1.27673689,0.11820315,0.28691985,7.27641177e+04,6.45529882e+04,5.63418588e+04,4.56318917e+04,3.49219246e+04,2.91331205e+04,2.33443164e+04,2.09856432e+04,1.15743586e+04,8.84917036e+03,6.12398209e+03,5.31104026e+03,4.49809843e+03,4.22236115e+03,3.94662388e+03,3.60407911e+03,2.20821426e+03,1.35615386e+03,7.07488789e+02,3.43304105e+02,2.69234296e+02,1.95164487e+02,1.31741548e+02,1.18481968e+02,6.78738093e+01,3.93517821e+01,1.71951955e+01,6.62879052e+00,5.83689137e-01,2.22258487e-02,2.69367397e-04,0.00000000e+00
58849.09236111,1.25977455,0.14264813,0.34471989,3.04266424e+04,2.67650704e+04,2.31034985e+04,1.86889770e+04,1.42744554e+04,1.39401888e+04,1.36059222e+04,1.64579210e+04,1.16182993e+04,7.05299057e+03,2.48768187e+03,2.14084860e+03,1.79401532e+03,1.65947693e+03,1.52493854e+03,1.41802456e+03,9.39748254e+02,6.35612373e+02,3.93590874e+02,2.28562416e+02,1.90566714e+02,1.52571013e+02,1.10165979e+02,9.86054038e+01,5.06729679e+01,2.58843103e+01,1.00243562e+01,4.17910068e+00,3.48961140e-01,9.25425558e-03,2.50415126e-05,0.00000000e+00
