# Irene Model output file: space_first/run/diff.AP9.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP9
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Energy levels (MeV):       0.1 0.15 0.2 0.3 0.4 0.5 0.6 0.7 1 1.5 2 3 4 5 6 7 10 15 20 30 40 50 60 70 100 150 200 300 400 700 1200 2000
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
58849.12708333,-1.22109289,0.19317488,0.44750505,2.82491259e+04,2.49895387e+04,2.17299514e+04,1.81183546e+04,1.45067577e+04,1.43418421e+04,1.41769264e+04,1.25881524e+04,7.14096588e+03,4.74321616e+03,2.34546643e+03,1.98237736e+03,1.61928828e+03,1.48518606e+03,1.35108384e+03,1.25861122e+03,8.59398852e+02,6.08646226e+02,3.89661292e+02,2.35982387e+02,1.98192496e+02,1.60402605e+02,1.20147852e+02,1.09353296e+02,6.38554799e+01,3.72474018e+01,1.76071272e+01,7.54285047e+00,9.14827092e-01,4.64668771e-02,2.40167660e-04,0.00000000e+00
58849.12777778,-1.24374268,0.16955713,0.39138950,3.31186069e+04,2.93233362e+04,2.55280655e+04,2.08114395e+04,1.60948135e+04,1.53357903e+04,1.45767670e+04,1.27604401e+04,7.33427474e+03,5.11977074e+03,2.90526674e+03,2.48472985e+03,2.06419296e+03,1.91239341e+03,1.76059387e+03,1.63651458e+03,1.10869136e+03,7.76946730e+02,4.85309662e+02,2.83135916e+02,2.34579667e+02,1.86023417e+02,1.37509602e+02,1.25347654e+02,7.53292954e+01,4.52585511e+01,2.21193095e+01,9.80789089e+00,1.32884742e+00,7.70659894e-02,6.89585163e-04,0.00000000e+00
58849.12847222,-1.26335564,0.14552538,0.33431649,2.97685886e+04,2.64902697e+04,2.32119508e+04,1.90533648e+04,1.48947789e+04,1.40003829e+04,1.31059869e+04,1.14652051e+04,6.79826489e+03,4.96378524e+03,3.12930558e+03,2.70785949e+03,2.28641340e+03,2.14381064e+03,2.00120789e+03,1.87950222e+03,1.33703128e+03,9.69632262e+02,6.10578515e+02,3.46452579e+02,2.81696001e+02,2.16939423e+02,1.56276314e+02,1.42294534e+02,8.75962451e+01,5.44124668e+01,2.76023722e+01,1.27259648e+01,1.87915847e+00,1.22322105e-01,2.22540832e-03,0.00000000e+00
58849.12916667,-1.27988404,0.12113831,0.27642568,3.20084894e+04,2.85468921e+04,2.50852947e+04,2.06098490e+04,1.61344034e+04,1.41814469e+04,1.22284905e+04,1.07153370e+04,6.34834734e+03,4.92577324e+03,3.50319913e+03,3.04051740e+03,2.57783566e+03,2.42753034e+03,2.27722501e+03,2.14070487e+03,1.52626558e+03,1.10621757e+03,6.89726552e+02,3.83601918e+02,3.09356662e+02,2.35111406e+02,1.67893597e+02,1.52968267e+02,9.51676901e+01,5.97718572e+01,3.04843505e+01,1.40959263e+01,2.21759265e+00,1.59039916e-01,3.49259485e-03,0.00000000e+00
58849.12986111,-1.29328768,0.09645548,0.21785872,3.21922220e+04,2.86471367e+04,2.51020514e+04,2.05016700e+04,1.59012886e+04,1.36016190e+04,1.13019493e+04,9.93002031e+03,5.89674364e+03,4.67049151e+03,3.44423938e+03,2.99013119e+03,2.53602300e+03,2.38833969e+03,2.24065639e+03,2.11172443e+03,1.51990506e+03,1.11611249e+03,7.06294264e+02,3.98144713e+02,3.22815034e+02,2.47485355e+02,1.80255885e+02,1.64822673e+02,1.02682863e+02,6.41812765e+01,3.26620038e+01,1.52142973e+01,2.61262191e+00,2.03079753e-01,5.10835512e-03,6.02056824e-06
58849.13055556,-1.30353407,0.07153718,0.15875890,3.19388616e+04,2.84004154e+04,2.48619691e+04,2.01873996e+04,1.55128301e+04,1.30228765e+04,1.05329229e+04,9.26665161e+03,5.52319024e+03,4.48593978e+03,3.44868933e+03,2.98782675e+03,2.52696417e+03,2.38496091e+03,2.24295764e+03,2.11815154e+03,1.53538659e+03,1.13499074e+03,7.22757260e+02,4.09384902e+02,3.32306800e+02,2.55228699e+02,1.86764538e+02,1.70986663e+02,1.06957860e+02,6.70171249e+01,3.42065377e+01,1.60022471e+01,2.87458388e+00,2.34080015e-01,6.39914216e-03,1.13141923e-04
58849.13125000,-1.31059845,0.04644425,0.09927080,3.28740290e+04,2.92187699e+04,2.55635108e+04,2.05870551e+04,1.56105995e+04,1.31481220e+04,1.06856445e+04,9.41297695e+03,5.64299737e+03,4.62520033e+03,3.60740329e+03,3.10482092e+03,2.60223855e+03,2.46291917e+03,2.32359980e+03,2.19749403e+03,1.59846544e+03,1.18153923e+03,7.51279728e+02,4.24664533e+02,3.44476074e+02,2.64287615e+02,1.92914297e+02,1.76608538e+02,1.10651582e+02,6.94689652e+01,3.55017040e+01,1.66004821e+01,2.97941814e+00,2.43143245e-01,6.69305089e-03,1.29352111e-04
58849.13194444,-1.31446387,0.02123795,0.03953993,3.71484540e+04,3.32769144e+04,2.94053748e+04,2.42688513e+04,1.91323278e+04,1.64021124e+04,1.36718969e+04,1.19888814e+04,7.07130291e+03,5.76583742e+03,4.46037192e+03,3.95867231e+03,3.45697269e+03,3.31497250e+03,3.17297230e+03,2.99414209e+03,2.14573477e+03,1.54332097e+03,9.34626873e+02,4.92639071e+02,3.88322874e+02,2.84006678e+02,1.95551017e+02,1.77629591e+02,1.11517771e+02,7.11954089e+01,3.65814347e+01,1.69684101e+01,2.79477465e+00,2.14230388e-01,6.36669486e-03,2.08960129e-05
58849.13263889,-1.31512124,-0.00402019,-0.02028763,4.05966656e+04,3.63255954e+04,3.20545252e+04,2.64536106e+04,2.08526960e+04,1.82979706e+04,1.57432451e+04,1.37929049e+04,8.07922177e+03,6.42724875e+03,4.77527572e+03,4.23890685e+03,3.70253797e+03,3.54710131e+03,3.39166466e+03,3.19263354e+03,2.26494952e+03,1.61345469e+03,9.74660102e+02,5.15227299e+02,4.07479951e+02,2.99732602e+02,2.06348767e+02,1.87368983e+02,1.16735629e+02,7.39078174e+01,3.76213154e+01,1.72375613e+01,2.60204348e+00,1.82529328e-01,4.85590593e-03,0.00000000e+00
58849.13333333,-1.31256934,-0.02926852,-0.08006559,5.15139094e+04,4.59382272e+04,4.03625450e+04,3.30718673e+04,2.57811897e+04,2.26248051e+04,1.94684205e+04,1.69557552e+04,9.64380562e+03,7.56564744e+03,5.48748926e+03,4.85273003e+03,4.21797080e+03,4.02004670e+03,3.82212260e+03,3.56009108e+03,2.41086279e+03,1.64887493e+03,9.63859909e+02,5.01330717e+02,3.97467337e+02,2.93603958e+02,2.03117758e+02,1.84414896e+02,1.13026516e+02,7.00832756e+01,3.46593051e+01,1.53217696e+01,2.07148198e+00,1.29257877e-01,2.74635423e-03,0.00000000e+00
58849.13402778,-1.30681482,-0.05444544,-0.13964784,6.60861927e+04,5.89209064e+04,5.17556201e+04,4.23044962e+04,3.28533723e+04,2.79478366e+04,2.30423008e+04,1.99528196e+04,1.10208642e+04,8.82912900e+03,6.63739377e+03,5.86553050e+03,5.09366723e+03,4.84825843e+03,4.60284963e+03,4.25271848e+03,2.76177668e+03,1.80877799e+03,1.00962886e+03,5.01832790e+02,3.93571313e+02,2.85309837e+02,1.93141767e+02,1.74947821e+02,1.05705180e+02,6.45587422e+01,3.06754185e+01,1.27182687e+01,1.48206203e+00,8.15334508e-02,1.47149206e-03,0.00000000e+00
58849.13472222,-1.29787217,-0.07948953,-0.19888878,9.51131361e+04,8.46760972e+04,7.42390582e+04,6.03785528e+04,4.65180473e+04,3.81271260e+04,2.97362047e+04,2.54582743e+04,1.34421734e+04,1.11402849e+04,8.83839644e+03,7.80929724e+03,6.78019804e+03,6.45080504e+03,6.12141203e+03,5.61446194e+03,3.50718881e+03,2.19357343e+03,1.15691796e+03,5.43519178e+02,4.18985808e+02,2.94452438e+02,1.92661173e+02,1.73893250e+02,1.03644544e+02,6.26047513e+01,2.85029683e+01,1.09500743e+01,1.00501583e+00,4.44146919e-02,8.67748088e-04,0.00000000e+00
58849.13541667,-1.28576371,-0.10433974,-0.25764366,1.19932779e+05,1.06278376e+05,9.26239723e+04,7.46178963e+04,5.66118203e+04,4.63128551e+04,3.60138899e+04,3.14430168e+04,1.64139776e+04,1.30590867e+04,9.70419570e+03,8.45651199e+03,7.20882828e+03,6.79132328e+03,6.37381827e+03,5.79586555e+03,3.45625100e+03,2.04837580e+03,1.01193324e+03,4.61148938e+02,3.55105194e+02,2.49061450e+02,1.63279346e+02,1.46496379e+02,8.38101180e+01,4.85662719e+01,2.07557403e+01,7.63981234e+00,6.36168888e-01,2.33668903e-02,3.97411681e-04,0.00000000e+00
58849.13611111,-1.27051949,-0.12893548,-0.31576903,1.43652135e+05,1.26319714e+05,1.08987293e+05,8.63277070e+04,6.36681209e+04,5.24940502e+04,4.13199795e+04,3.89102893e+04,2.12863056e+04,1.52413622e+04,9.19641880e+03,7.81893852e+03,6.44145824e+03,5.91229012e+03,5.38312200e+03,4.81430174e+03,2.70123249e+03,1.54267891e+03,7.56636085e+02,3.60286332e+02,2.85169834e+02,2.10053336e+02,1.42767705e+02,1.27247728e+02,6.62024122e+01,3.44242702e+01,1.29241105e+01,4.86953888e+00,3.71859689e-01,9.59547821e-03,9.93312480e-05,0.00000000e+00
58849.13680556,-1.25217724,-0.15321682,-0.37312298,1.88795653e+05,1.65643926e+05,1.42492199e+05,1.12036952e+05,8.15817045e+04,6.48474757e+04,4.81132470e+04,4.08289623e+04,1.92074565e+04,1.48824780e+04,1.05574996e+04,8.82261831e+03,7.08773703e+03,6.39011341e+03,5.69248979e+03,5.00452031e+03,2.61575592e+03,1.40202242e+03,6.40432338e+02,2.90391408e+02,2.27281916e+02,1.64172423e+02,1.08390551e+02,9.53720139e+01,4.64591890e+01,2.27267326e+01,8.32983518e+00,2.64814552e+00,1.78414794e-01,3.79146767e-03,0.00000000e+00,0.00000000e+00
58849.13750000,-1.23078224,-0.17712464,-0.42956557,3.23107489e+05,2.82445431e+05,2.41783372e+05,1.87648745e+05,1.33514118e+05,1.03032323e+05,7.25505276e+04,5.78406570e+04,2.33929175e+04,1.84069468e+04,1.34209760e+04,1.06505011e+04,7.88002618e+03,6.70009948e+03,5.52017278e+03,4.65592554e+03,2.14113272e+03,1.07352068e+03,4.65883473e+02,2.05247692e+02,1.59819569e+02,1.14391446e+02,7.35892027e+01,6.35872946e+01,2.78766409e+01,1.22775983e+01,4.34592040e+00,1.13109522e+00,6.71291392e-02,1.22264818e-03,0.00000000e+00,0.00000000e+00
58849.13819444,-1.20638723,-0.20060071,-0.48495914,4.50244110e+05,3.94218706e+05,3.38193302e+05,2.61944977e+05,1.85696652e+05,1.42420764e+05,9.91448759e+04,7.81738498e+04,3.00797346e+04,2.29980055e+04,1.59162764e+04,1.21041929e+04,8.29210945e+03,6.68943768e+03,5.08676590e+03,4.13021536e+03,1.66065202e+03,7.74929787e+02,3.13470925e+02,1.34781608e+02,1.05046209e+02,7.53108090e+01,4.66351697e+01,3.94808033e+01,1.55324121e+01,5.91488989e+00,1.57145949e+00,4.16768672e-01,1.76875404e-02,3.52184819e-04,0.00000000e+00,0.00000000e+00
58849.13888889,-1.17905226,-0.22358793,-0.53916864,6.66170780e+05,5.83364974e+05,5.00559167e+05,3.86221042e+05,2.71882918e+05,2.07449559e+05,1.43016200e+05,1.11692149e+05,4.10313232e+04,3.03079022e+04,1.95844811e+04,1.41990496e+04,8.81361804e+03,6.69622770e+03,4.57883735e+03,3.55387398e+03,1.20073702e+03,5.17875542e+02,2.00392357e+02,8.86608987e+01,6.95196668e+01,5.03784349e+01,3.06292189e+01,2.55812935e+01,9.12352443e+00,3.10342287e+00,7.15932352e-01,2.02745329e-01,7.36409551e-03,3.54931107e-05,0.00000000e+00,0.00000000e+00
58849.13958333,-1.14884454,-0.24603037,-0.59206199,1.00651189e+06,8.78361061e+05,7.50210234e+05,5.73421328e+05,3.96632421e+05,3.00930727e+05,2.05229033e+05,1.58875398e+05,5.69133386e+04,4.06296985e+04,2.43460584e+04,1.68305048e+04,9.31495118e+03,6.61297465e+03,3.91099813e+03,2.87936216e+03,7.70412356e+02,2.99901658e+02,1.14825469e+02,4.62904208e+01,3.54934932e+01,2.46965657e+01,1.40306463e+01,1.13337685e+01,3.18141694e+00,9.21261816e-01,1.75699782e-01,3.95460485e-02,7.18097673e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14027778,-1.11583825,-0.26787349,-0.64351038,1.55771631e+06,1.35738564e+06,1.15705497e+06,8.76676722e+05,5.96298474e+05,4.47206298e+05,2.98114121e+05,2.26610627e+05,7.66220764e+04,5.27972368e+04,2.89723971e+04,1.91220405e+04,9.27168385e+03,6.16400912e+03,3.05633440e+03,2.13623180e+03,4.47167980e+02,1.60005433e+02,5.73473156e+01,2.11038080e+01,1.55108711e+01,9.91793409e+00,4.98826051e+00,3.83716488e+00,7.99623767e-01,2.11820005e-01,2.43146961e-02,3.32791724e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14097222,-1.08011437,-0.28906421,-0.69338856,1.71074438e+06,1.49674835e+06,1.28275233e+06,9.66941188e+05,6.51130049e+05,4.81987905e+05,3.12845761e+05,2.32310597e+05,7.08554362e+04,4.69522709e+04,2.30491056e+04,1.46010598e+04,6.15301395e+03,3.90905484e+03,1.66509572e+03,1.13016722e+03,2.22696744e+02,8.81651464e+01,3.02499089e+01,1.00560625e+01,7.08048821e+00,4.10491388e+00,1.79282518e+00,1.31255259e+00,1.87275085e-01,3.88067805e-02,3.30453004e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14166667,-1.04176047,-0.30955107,-0.74157519,2.87163393e+06,2.51636671e+06,2.16109948e+06,1.60832648e+06,1.05555348e+06,7.63101342e+05,4.70649207e+05,3.36889426e+05,8.23222786e+04,5.21019251e+04,2.18815715e+04,1.32478963e+04,4.61422110e+03,2.79962748e+03,9.85033866e+02,6.46990406e+02,1.06148921e+02,3.83162201e+01,1.22655905e+01,3.88538179e+00,2.64222790e+00,1.39907402e+00,5.51975970e-01,3.88439141e-01,4.35035105e-02,6.07123535e-03,9.50238086e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14236111,-1.00087047,-0.32928436,-0.78795310,3.90478241e+06,3.43894069e+06,2.97309898e+06,2.19533042e+06,1.41756187e+06,1.00519068e+06,5.92819499e+05,4.11444738e+05,7.83225051e+04,4.75776999e+04,1.68328948e+04,9.83590690e+03,2.83891896e+03,1.67111683e+03,5.03314692e+02,3.22527325e+02,3.91529677e+01,1.21825522e+01,3.44950466e+00,9.89368013e-01,6.24282548e-01,2.59197083e-01,1.02206380e-01,6.54015060e-02,2.36823434e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14305556,-0.95754443,-0.34821618,-0.83240958,2.80538485e+06,2.49239927e+06,2.17941369e+06,1.61388487e+06,1.04835605e+06,7.37201284e+05,4.26046518e+05,2.92736932e+05,4.79456568e+04,2.82715219e+04,8.59738712e+03,4.88872548e+03,1.18006383e+03,6.81276868e+02,1.82489902e+02,1.14195073e+02,1.12982039e+01,3.01824477e+00,9.57894818e-01,1.88775223e-01,1.20895730e-01,5.30162363e-02,1.43254699e-02,8.40099158e-03,1.12617548e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14375000,-0.91188828,-0.36630065,-0.87483664,3.53492735e+06,3.12971133e+06,2.72449531e+06,1.99578088e+06,1.26706644e+06,8.70748696e+05,4.74430952e+05,3.18290302e+05,4.09959144e+04,2.33308384e+04,5.66576232e+03,3.11311741e+03,5.60472502e+02,3.11248887e+02,6.20252715e+01,3.72877882e+01,2.34867494e+00,4.21202280e-01,9.72292866e-02,1.87720764e-02,1.33497886e-02,7.92750089e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14444444,-0.86401357,-0.38349394,-0.91513126,3.03002610e+06,2.60680625e+06,2.18358640e+06,1.54649963e+06,9.09412849e+05,6.09211319e+05,3.09009789e+05,2.06526990e+05,2.56319516e+04,1.46194704e+04,3.60698934e+03,1.95209227e+03,2.97195210e+02,1.60941275e+02,2.46873404e+01,1.38670170e+01,2.99839590e-01,1.75194407e-02,6.01545902e-04,2.93093608e-04,1.46546804e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14513889,-0.81403718,-0.39975439,-0.95319565,1.86105864e+06,1.57701591e+06,1.29297317e+06,8.98002525e+05,5.03031879e+05,3.36131193e+05,1.69230506e+05,1.14547252e+05,1.74824922e+04,9.71498344e+03,1.94747467e+03,1.02401444e+03,1.00554210e+02,5.26194452e+01,4.68468064e+00,2.50352572e+00,1.91344891e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14583333,-0.76208106,-0.41504263,-0.98893749,1.20461609e+06,9.72777690e+05,7.40939290e+05,4.92349737e+05,2.43760185e+05,1.59521216e+05,7.52822465e+04,5.62175174e+04,9.65026392e+03,5.19840986e+03,7.46555786e+02,3.83131409e+02,1.97070320e+01,1.00856701e+01,4.64308253e-01,2.38541893e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14652778,-0.70827187,-0.42932166,-1.02227011,6.25775980e+05,4.76986241e+05,3.28196502e+05,2.10167746e+05,9.21389897e+04,6.09435872e+04,2.97481846e+04,2.19956492e+04,3.33328073e+03,1.74000888e+03,1.46737022e+02,7.42052149e+01,1.67340767e+00,8.52564619e-01,3.17215664e-02,1.58607832e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14722222,-0.65274074,-0.44255692,-1.05311269,2.97543385e+05,2.17261226e+05,1.36979066e+05,8.55473174e+04,3.41155684e+04,2.18470875e+04,9.57860650e+03,6.99693776e+03,8.33273575e+02,4.25600635e+02,1.79276953e+01,9.03581071e+00,1.43926152e-01,7.19630758e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14791667,-0.59562292,-0.45471641,-1.08139051,1.10898022e+05,8.15526989e+04,5.22073754e+04,3.26417074e+04,1.30760395e+04,8.43101487e+03,3.78599028e+03,2.64800756e+03,2.38143759e+02,1.20842429e+02,3.54109829e+00,1.78904052e+00,3.69827479e-02,1.84913739e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14861111,-0.53705745,-0.46577070,-1.10703506,2.16735919e+04,1.60515998e+04,1.04296077e+04,6.55740261e+03,2.68519752e+03,1.71392250e+03,7.42647475e+02,4.93062698e+02,2.80031921e+01,1.41118910e+01,2.20589992e-01,1.10473557e-01,3.57123440e-04,1.78561720e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.14930556,-0.47718683,-0.47569308,-1.12998419,2.52326960e+03,1.88204171e+03,1.24081381e+03,7.83026349e+02,3.25238883e+02,2.03638764e+02,8.20386447e+01,5.31727922e+01,1.85813412e+00,9.34289463e-01,1.04448060e-02,5.22240301e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15000000,-0.41615666,-0.48445954,-1.15018233,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15069444,-0.35411535,-0.49204887,-1.16758053,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15138889,-0.29121368,-0.49844272,-1.18213662,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15208333,-0.22760452,-0.50362561,-1.19381529,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15277778,-0.16344241,-0.50758497,-1.20258820,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15347222,-0.09888323,-0.51031119,-1.20843400,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15416667,-0.03408383,-0.51179761,-1.21133840,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15486111,0.03079839,-0.51204059,-1.21129422,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15555556,0.09560577,-0.51103945,-1.20830137,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.15625000,0.16018083,-0.50879652,-1.20236691,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
