# Irene Model output file: space_first/run/diff.AE9.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE9
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Energy levels (MeV):       0.04 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 1 1.25 1.5 1.75 2 2.25 2.5 2.75 3 3.25 3.5 3.75 4 4.25 4.5 4.75 5 5.5 6 6.5 7 8.5 10
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
58849.06458333,-0.15393123,-0.50836385,-1.20351083,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06527778,-0.08932637,-0.51078098,-1.20897642,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06597222,-0.02450450,-0.51195718,-1.21149929,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06666667,0.04037690,-0.51188953,-1.21107317,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06736111,0.10516020,-0.51057812,-1.20769890,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06805556,0.16968797,-0.50802602,-1.20138444,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06875000,0.23380335,-0.50423932,-1.19214486,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.06944444,0.29735048,-0.49922705,-1.18000227,3.29348281e+04,6.95734170e+03,3.27559834e+03,1.18784187e+03,6.94072297e+02,2.00302721e+02,1.39313677e+02,7.83246328e+01,4.05784167e+01,1.15716407e+01,7.38918138e+00,3.20672206e+00,2.03981512e+00,8.72908175e-01,5.58520258e-01,2.44132340e-01,1.59956532e-01,7.57807230e-02,5.29094223e-02,3.00381217e-02,1.50190608e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07013889,0.36017479,-0.49300121,-1.16498582,2.50680220e+05,5.91023413e+04,3.13331083e+04,1.46534882e+04,9.06348125e+03,3.47347426e+03,2.50565978e+03,1.53784529e+03,8.90634178e+02,2.37418706e+02,1.48619782e+02,5.98208575e+01,3.74989264e+01,1.51769953e+01,9.93451076e+00,4.69202625e+00,3.28034574e+00,1.86866523e+00,1.40370917e+00,9.38753105e-01,7.50724602e-01,5.62696098e-01,4.27763951e-01,2.92831805e-01,1.46415902e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07083333,0.42212341,-0.48557674,-1.14713160,1.84126456e+06,5.71011676e+05,3.22083448e+05,1.67692818e+05,1.07839784e+05,4.79867508e+04,3.51133736e+04,2.22399964e+04,1.33502810e+04,3.53817405e+03,2.15556194e+03,7.72949825e+02,4.70552442e+02,1.68155059e+02,1.08265460e+02,4.83758614e+01,3.33839096e+01,1.83919579e+01,1.33758322e+01,8.35970656e+00,6.33363361e+00,4.30756067e+00,3.43482743e+00,2.56209420e+00,1.99849296e+00,1.43489171e+00,7.23688536e-01,2.62058458e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.07152778,0.48304554,-0.47697148,-1.12648259,1.11099890e+07,4.93049836e+06,2.80267131e+06,1.48348112e+06,9.72927803e+05,4.62374486e+05,3.35634338e+05,2.08894189e+05,1.24134851e+05,3.85777948e+04,2.34390619e+04,8.30032898e+03,5.01466623e+03,1.72900347e+03,1.11085178e+03,4.92700092e+02,3.41779039e+02,1.90857986e+02,1.36190070e+02,8.15221541e+01,5.87238621e+01,3.59255702e+01,2.68739260e+01,1.78222819e+01,1.30829051e+01,8.34352837e+00,3.85882341e+00,1.85018737e+00,1.01028956e+00,5.38900966e-01,1.62654922e-01,0.00000000e+00
58849.07222222,0.54279279,-0.46720611,-1.10308854,1.66821336e+07,8.30022323e+06,4.93831665e+06,2.81667012e+06,1.93528363e+06,1.05389714e+06,7.89834931e+05,5.25772720e+05,3.39447008e+05,1.22268582e+05,7.50816515e+04,2.78947210e+04,1.68844986e+04,5.87427619e+03,3.76136116e+03,1.64844612e+03,1.14611700e+03,6.43787883e+02,4.53973778e+02,2.64159672e+02,1.85191774e+02,1.06223876e+02,7.65066924e+01,4.67895088e+01,3.31488545e+01,1.95082003e+01,8.75443686e+00,4.14030530e+00,2.41667048e+00,1.26326068e+00,5.86445132e-01,2.80422023e-01
58849.07291667,0.60121957,-0.45630413,-1.07700587,1.80289004e+07,8.53099650e+06,5.12238349e+06,2.97215882e+06,2.08032250e+06,1.18848618e+06,9.11161094e+05,6.33836007e+05,4.31187255e+05,1.75242422e+05,1.09010809e+05,4.27791963e+04,2.60610557e+04,9.34291514e+03,5.96983229e+03,2.59674944e+03,1.81623965e+03,1.03572987e+03,7.38565644e+02,4.41401418e+02,3.11672099e+02,1.81942781e+02,1.30432346e+02,7.89219105e+01,5.48790524e+01,3.08361942e+01,1.31042451e+01,6.11972342e+00,3.66434501e+00,1.99960592e+00,9.26502771e-01,5.22201457e-01
58849.07361111,0.65818338,-0.44429182,-1.04829754,2.92960133e+07,1.20027950e+07,6.98069451e+06,3.88062732e+06,2.70259345e+06,1.52455957e+06,1.17153369e+06,8.18507801e+05,5.64653976e+05,2.55290447e+05,1.59363213e+05,6.34359788e+04,3.88835691e+04,1.43311594e+04,9.05084827e+03,3.77053709e+03,2.65595237e+03,1.54136765e+03,1.11572219e+03,6.90076718e+02,4.95265414e+02,3.00454111e+02,2.16296084e+02,1.32138058e+02,9.05628396e+01,4.89876213e+01,1.89083346e+01,8.24200207e+00,4.85010044e+00,2.58816207e+00,1.16937822e+00,7.47701034e-01
58849.07430556,0.71354522,-0.43119813,-1.01703291,6.89622839e+07,2.31751168e+07,1.30425206e+07,6.88184672e+06,4.69309521e+06,2.50434369e+06,1.85429216e+06,1.20424063e+06,7.72203257e+05,3.44156834e+05,2.18385587e+05,9.26143401e+04,5.81993766e+04,2.37844130e+04,1.50863705e+04,6.38832800e+03,4.46831787e+03,2.54830774e+03,1.81079726e+03,1.07328678e+03,7.54919307e+02,4.36551838e+02,3.12045129e+02,1.87538420e+02,1.29287572e+02,7.10367230e+01,2.75034642e+01,1.19273408e+01,6.80154342e+00,3.68896298e+00,1.69594262e+00,9.12921886e-01
58849.07500000,0.76716991,-0.41705466,-0.98328757,1.38308387e+08,3.88623883e+07,2.06672413e+07,9.81000122e+06,6.29066799e+06,2.77133476e+06,1.92856824e+06,1.08580173e+06,5.78992005e+05,2.37286136e+05,1.59984736e+05,8.26833354e+04,5.59969314e+04,2.93105274e+04,1.88216069e+04,8.33268637e+03,5.55661586e+03,2.78054535e+03,1.85466392e+03,9.28782492e+02,6.20029077e+02,3.11275663e+02,2.21570701e+02,1.31865740e+02,9.66572063e+01,6.14486729e+01,2.94190376e+01,1.46289652e+01,8.43643315e+00,4.03651831e+00,1.91590414e+00,1.09268785e+00
58849.07569444,0.81892637,-0.40189558,-0.94714320,1.02511294e+08,2.79685128e+07,1.35868784e+07,5.34369399e+06,3.23895947e+06,1.13422495e+06,7.51267516e+05,3.68310078e+05,1.52914292e+05,5.72460237e+04,4.00215762e+04,2.27971286e+04,1.68220104e+04,1.08468921e+04,7.08711416e+03,3.32733619e+03,2.19811666e+03,1.06889713e+03,6.98522497e+02,3.28147863e+02,2.15251327e+02,1.02354791e+02,7.29269316e+01,4.34990726e+01,3.27614991e+01,2.20239256e+01,1.12740846e+01,5.98605575e+00,3.60137895e+00,1.97611403e+00,9.09077362e-01,3.84184445e-01
58849.07638889,0.86868804,-0.38575753,-0.90868736,6.91278881e+07,1.98927072e+07,8.78387040e+06,2.66401610e+06,1.53314428e+06,4.02272450e+05,2.58143506e+05,1.14014562e+05,3.57605834e+04,1.10025555e+04,7.53969284e+03,4.07683023e+03,3.12294618e+03,2.16906214e+03,1.44975856e+03,7.30454980e+02,4.90811781e+02,2.51168582e+02,1.64683307e+02,7.81980322e+01,5.13353764e+01,2.44727206e+01,1.71007056e+01,9.72869063e+00,7.38625712e+00,5.04382361e+00,2.92241495e+00,1.78083006e+00,1.16327446e+00,6.56586109e-01,1.49296659e-01,3.99207918e-02
58849.07708333,0.91633310,-0.36867956,-0.86801325,6.86835844e+07,2.13149751e+07,8.94977116e+06,2.26833612e+06,1.27066995e+06,2.73003774e+05,1.72398390e+05,7.17930064e+04,1.80692592e+04,4.38503744e+03,2.82545147e+03,1.26586551e+03,9.21535262e+02,5.77205014e+02,3.87577263e+02,1.97949511e+02,1.38506037e+02,7.90625629e+01,5.45249274e+01,2.99872918e+01,2.06181345e+01,1.12489772e+01,8.14713927e+00,5.04530138e+00,3.87876088e+00,2.71222039e+00,1.59157636e+00,9.82924404e-01,6.47351385e-01,2.33160612e-01,9.72739305e-03,0.00000000e+00
58849.07777778,0.96174481,-0.35070302,-0.82521958,9.79006032e+07,3.52248354e+07,1.48010874e+07,3.76241804e+06,2.10882729e+06,4.55236539e+05,2.87442704e+05,1.19648869e+05,2.97250325e+04,5.61735618e+03,3.36015931e+03,1.10296244e+03,7.25561605e+02,3.48160767e+02,2.27089693e+02,1.06018619e+02,7.38306982e+01,4.16427779e+01,2.95282565e+01,1.74137352e+01,1.23776857e+01,7.34163631e+00,5.43433896e+00,3.52704160e+00,2.68973863e+00,1.85243565e+00,1.08833302e+00,6.62853431e-01,4.23597645e-01,1.14231740e-01,2.37935892e-03,0.00000000e+00
58849.07847222,1.00481182,-0.33187147,-0.78041025,1.46804798e+08,6.03567626e+07,2.60618308e+07,7.31504540e+06,4.11640660e+06,9.17767795e+05,5.82311867e+05,2.46855939e+05,6.60167563e+04,1.35718801e+04,8.08787012e+03,2.60386010e+03,1.67990525e+03,7.55950403e+02,4.79994769e+02,2.04039135e+02,1.35431193e+02,6.68232520e+01,4.51539019e+01,2.34845518e+01,1.60471873e+01,8.60982273e+00,6.38357318e+00,4.15732362e+00,3.19109733e+00,2.22487104e+00,1.11807294e+00,6.65004971e-01,4.14543476e-01,7.72173130e-02,0.00000000e+00,0.00000000e+00
58849.07916667,1.04542843,-0.31223061,-0.73369416,1.88966157e+08,8.73378628e+07,3.94743724e+07,1.27681721e+07,7.21926190e+06,1.67035171e+06,1.06333850e+06,4.56325287e+05,1.27610494e+05,2.67777463e+04,1.59902752e+04,5.20280416e+03,3.27856840e+03,1.35433263e+03,8.34068229e+02,3.13803830e+02,1.97041427e+02,8.02790228e+01,5.15882294e+01,2.28974360e+01,1.50093597e+01,7.12128338e+00,5.15906262e+00,3.19684186e+00,2.44276920e+00,1.68869653e+00,9.37179801e-01,4.43667580e-01,2.06713778e-01,2.43739765e-02,0.00000000e+00,0.00000000e+00
58849.07986111,1.08349485,-0.29182809,-0.68518495,2.36702177e+08,1.28363445e+08,6.22970477e+07,2.41167947e+07,1.38226865e+07,3.52857825e+06,2.25323744e+06,9.77896639e+05,2.83107587e+05,5.46329879e+04,3.23695344e+04,1.01060809e+04,5.99757543e+03,1.88906997e+03,1.09897433e+03,3.08878691e+02,1.81107380e+02,5.33360692e+01,3.27020198e+01,1.20679705e+01,7.62397433e+00,3.17997820e+00,2.22481033e+00,1.26964247e+00,9.67925362e-01,6.66208253e-01,2.98400213e-01,1.42171336e-01,9.00152957e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08055556,1.11891747,-0.27071350,-0.63500068,2.78629220e+08,1.66450105e+08,8.41441215e+07,3.55016571e+07,2.05227116e+07,5.54376600e+06,3.54630519e+06,1.54884439e+06,4.56357772e+05,8.13329245e+04,4.80611581e+04,1.47893916e+04,8.56706199e+03,2.34473235e+03,1.32366277e+03,3.02593192e+02,1.65312793e+02,2.80323955e+01,1.56050319e+01,3.17766821e+00,1.73140305e+00,2.85137888e-01,1.60874112e-01,3.66103367e-02,2.78124238e-02,1.90145110e-02,1.09594788e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08125000,1.15160908,-0.24893816,-0.58326361,3.03182689e+08,1.87901313e+08,9.68029171e+07,4.23724486e+07,2.46099077e+07,6.84736680e+06,4.38886819e+06,1.93036959e+06,5.80547702e+05,9.82573600e+04,5.83280729e+04,1.83987858e+04,1.06865529e+04,2.97432000e+03,1.69349062e+03,4.12661243e+02,2.23217052e+02,3.37728615e+01,1.81522703e+01,2.53167902e+00,1.26583951e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08194444,1.18148912,-0.22655506,-0.53009986,3.17983553e+08,2.05185916e+08,1.07327454e+08,4.83186998e+07,2.81596529e+07,8.00060601e+06,5.13470414e+06,2.26880227e+06,6.92382122e+05,1.18505247e+05,7.10034933e+04,2.35017396e+04,1.38279402e+04,4.15414076e+03,2.38919212e+03,6.24243469e+02,3.38153656e+02,5.20638424e+01,2.76329823e+01,3.20212208e+00,1.60131780e+00,5.13532046e-04,2.56766023e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08263889,1.20848388,-0.20361869,-0.47563914,3.25382363e+08,2.16280288e+08,1.14467514e+08,5.26244146e+07,3.07509887e+07,8.87756278e+06,5.70942624e+06,2.54128971e+06,7.94180446e+05,1.42016458e+05,8.56166431e+04,2.92168286e+04,1.71496917e+04,5.08255473e+03,2.89562289e+03,7.08691041e+02,3.82969712e+02,5.72483826e+01,3.02943776e+01,3.34037252e+00,1.67018626e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08333333,1.23252668,-0.18018495,-0.42001438,3.10661351e+08,2.13487828e+08,1.13821240e+08,5.29934555e+07,3.10044743e+07,9.01549318e+06,5.80347284e+06,2.59145250e+06,8.18039464e+05,1.48427982e+05,8.90347539e+04,2.96415259e+04,1.72243055e+04,4.80708506e+03,2.69801196e+03,5.88938868e+02,3.17449459e+02,4.59600502e+01,2.43320549e+01,2.70405950e+00,1.35202975e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08402778,1.25355804,-0.15631096,-0.36336148,2.87744816e+08,2.02496934e+08,1.08458892e+08,5.08942139e+07,2.98028998e+07,8.71158572e+06,5.60436005e+06,2.49713439e+06,7.81907947e+05,1.35453524e+05,8.00382310e+04,2.46229383e+04,1.42056921e+04,3.78844600e+03,2.12316211e+03,4.57878225e+02,2.47718182e+02,3.75581402e+01,1.98809319e+01,2.20372359e+00,1.10186179e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08472222,1.27152588,-0.13205498,-0.30581890,2.62112588e+08,1.85255199e+08,9.93449117e+07,4.67204385e+07,2.73817796e+07,8.04312072e+06,5.17504773e+06,2.30697473e+06,7.22414135e+05,1.20317745e+05,7.01210557e+04,1.99243663e+04,1.14415821e+04,2.95879799e+03,1.66561617e+03,3.72434352e+02,2.02676791e+02,3.29192297e+01,1.74063302e+01,1.89343069e+00,9.46715344e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08541667,1.28638561,-0.10747620,-0.24752738,2.41824700e+08,1.71230771e+08,9.19021979e+07,4.32853215e+07,2.53801417e+07,7.47496192e+06,4.81103103e+06,2.14710013e+06,6.74086236e+05,1.09892427e+05,6.34423927e+04,1.69923589e+04,9.73126885e+03,2.47017883e+03,1.39734437e+03,3.24509910e+02,1.77541272e+02,3.05726344e+01,1.61385822e+01,1.70453008e+00,8.52265038e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08611111,1.29810026,-0.08263465,-0.18862955,2.45527733e+08,1.77289210e+08,9.55195061e+07,4.52762223e+07,2.65593590e+07,7.84249564e+06,5.04840802e+06,2.25432039e+06,7.08925748e+05,1.15522421e+05,6.66037378e+04,1.76850547e+04,1.01408087e+04,2.59656275e+03,1.47385803e+03,3.51153310e+02,1.92604254e+02,3.40551983e+01,1.79571880e+01,1.85917766e+00,9.29588831e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08680556,1.30664059,-0.05759104,-0.12926959,2.42838514e+08,1.77330974e+08,9.57584044e+07,4.55586089e+07,2.67315874e+07,7.90456597e+06,5.08854976e+06,2.27253356e+06,7.14824443e+05,1.16020399e+05,6.67400625e+04,1.74597257e+04,9.98850638e+03,2.51728708e+03,1.42691768e+03,3.36548274e+02,1.84622562e+02,3.26968502e+01,1.72411852e+01,1.78552007e+00,8.92760037e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08750000,1.31198520,-0.03240658,-0.06959289,2.43537178e+08,1.78415468e+08,9.64221736e+07,4.59362971e+07,2.69578382e+07,7.97937929e+06,5.13688553e+06,2.29439177e+06,7.21923626e+05,1.17038590e+05,6.72799766e+04,1.75213628e+04,1.00147177e+04,2.50807256e+03,1.42060831e+03,3.33144063e+02,1.82726333e+02,3.23086022e+01,1.70402760e+01,1.77194978e+00,8.85974888e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08819444,1.31412050,-0.00714284,-0.00974563,2.44919505e+08,1.77859026e+08,9.59244293e+07,4.55437261e+07,2.67169161e+07,7.89010612e+06,5.07898644e+06,2.26786677e+06,7.13039277e+05,1.15968678e+05,6.67988504e+04,1.76290229e+04,1.01000379e+04,2.57105303e+03,1.45878877e+03,3.46524515e+02,1.90098419e+02,3.36723228e+01,1.77499840e+01,1.82764524e+00,9.13822619e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08888889,1.31304086,0.01813836,0.05012550,2.39911093e+08,1.70850986e+08,9.18160864e+07,4.33378821e+07,2.54163732e+07,7.49486427e+06,4.82460155e+06,2.15433883e+06,6.77425517e+05,1.10297717e+05,6.35726216e+04,1.68475264e+04,9.64879900e+03,2.45007156e+03,1.38835297e+03,3.26634382e+02,1.78984689e+02,3.13349947e+01,1.65242666e+01,1.71353845e+00,8.56769227e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.08958333,1.30874854,0.04337518,0.10987375,2.56011469e+08,1.81071780e+08,9.71455951e+07,4.57232017e+07,2.68046002e+07,7.88599859e+06,5.07435605e+06,2.26271351e+06,7.08785278e+05,1.16357433e+05,6.74402063e+04,1.85229792e+04,1.06162272e+04,2.70947523e+03,1.52875819e+03,3.48041149e+02,1.89929263e+02,3.18173767e+01,1.68100080e+01,1.80263939e+00,9.01319694e-01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.09027778,1.30125373,0.06850585,0.16935262,2.81216774e+08,1.98376913e+08,1.06329339e+08,4.99599734e+07,2.92688153e+07,8.57765712e+06,5.51817504e+06,2.45869296e+06,7.69335135e+05,1.30868017e+05,7.68557554e+04,2.28434940e+04,1.31467659e+04,3.45003768e+03,1.93562769e+03,4.21217702e+02,2.28343426e+02,3.54691489e+01,1.87650666e+01,2.06098437e+00,1.03049219e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.09097222,1.29057453,0.09346888,0.22841627,3.08851072e+08,2.14937727e+08,1.14900788e+08,5.37399514e+07,3.14552164e+07,9.17048135e+06,5.90261845e+06,2.63475556e+06,8.30513536e+05,1.49271243e+05,8.91603343e+04,2.90494251e+04,1.68338950e+04,4.61836484e+03,2.58621839e+03,5.54071937e+02,2.98841592e+02,4.36112458e+01,2.30793280e+01,2.54741013e+00,1.27370506e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.09166667,1.27673689,0.11820315,0.28691985,3.27884619e+08,2.20648325e+08,1.17139583e+08,5.41433165e+07,3.16595255e+07,9.17573455e+06,5.90592405e+06,2.63611356e+06,8.31153357e+05,1.50933541e+05,9.09620957e+04,3.09906502e+04,1.81018836e+04,5.21311697e+03,2.94747669e+03,6.81836403e+02,3.67783580e+02,5.37307571e+01,2.84355076e+01,3.14025805e+00,1.57012903e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.09236111,1.25977455,0.14264813,0.34471989,3.28216853e+08,2.14690980e+08,1.13000374e+08,5.14475839e+07,3.00326094e+07,8.61763483e+06,5.53662059e+06,2.45560635e+06,7.58573677e+05,1.32471458e+05,7.96198003e+04,2.67681431e+04,1.57530645e+04,4.73798599e+03,2.71796585e+03,6.97945723e+02,3.77815427e+02,5.76851315e+01,3.05557869e+01,3.42644235e+00,1.71322117e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.09305556,1.23972896,0.16674398,0.40167464,3.13990224e+08,1.97429352e+08,1.02392949e+08,4.53800301e+07,2.63905961e+07,7.40116216e+06,4.74866698e+06,2.09617179e+06,6.37684840e+05,1.08727385e+05,6.47773468e+04,2.08273090e+04,1.21374215e+04,3.44753400e+03,1.97053080e+03,4.93527604e+02,2.66954793e+02,4.03819814e+01,2.15768791e+01,2.77177683e+00,1.38675387e+00,1.73091840e-03,8.65459201e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
58849.09375000,1.21664916,0.19043173,0.45764445,3.02732717e+08,1.83791168e+08,9.37401071e+07,4.02469946e+07,2.33118304e+07,6.37666609e+06,4.08430851e+06,1.79195093e+06,5.35327217e+05,9.35475461e+04,5.53789985e+04,1.72104509e+04,9.95683176e+03,2.70321260e+03,1.52884573e+03,3.54478860e+02,1.92468481e+02,3.04581016e+01,1.66516283e+01,2.84515498e+00,1.47300988e+00,1.00864777e-01,5.04323883e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
