0.15	1660.00
0.20	1660.00
0.30	1740.00
0.40	1730.00
0.50	1640.00
0.60	1640.00
0.70	1780.00
1.00	1450.00
1.50	1580.00
2.00	1556.00
3.00	1516.00
4.00	1468.00
5.00	1555.00
6.00	1502.00
7.00	1733.00
10.00	1544.67
15.00	1607.40
20.00	760.80
30.00	417.20
40.00	218.40
50.00	194.70
60.00	150.70
70.00	142.30
100.00	114.90
150.00	74.61
200.00	45.47
300.00	21.28
400.00	8.51
